,date_occurred,address,comments,disposition,file_origin,code,arrest,homeless,bldg,address_only,bldg_name,location_type,date_reported
109,2019-09-26   08:46:00,M32 / 32 VASSAR ST,Report filed regarding suspicious mail.,OPEN,log_2019_09_26.pdf,,False,False,32,32 VASSAR ST,Stata,Campus Building,2019-09-26 08:46:55
110,2019-09-26 04:01:00,E62 / 100 MAIN ST,Report filed regarding a suspicious person. Party is later identified as an MIT Alum.,OPEN,log_2019_09_26.pdf,,False,False,E62,100 MAIN ST,Sloan School,Campus Building,2019-09-26 04:01:13
111,2019-09-27 18:28:00,M32 / 32 VASSAR ST,Report filed regarding a party who was placed in protective custody for alcohol intoxication.,OPEN,log_2019_09_27.pdf,,False,False,32,32 VASSAR ST,Stata,Campus Building,2019-09-27 18:28:13
112,2019-09-27 00:00:00,M35 / 127 MASSACHUSETTS AVE,Report filed regarding graffiti on the exterior of the building.,,log_2019_09_28.pdf,,False,False,35,127 MASSACHUSETTS AVE,Building 35,Campus Building,2019-09-28 11:30:04
113,2019-09-28   10:00:00,W20 / 84 MASSACHUSETTS AVE &   BIKE RACKS,Report filed regarding a stolen bicycle.,,log_2019_09_28.pdf,,False,False,W20,84 MASSACHUSETTS AVE &   BIKE RACKS,Student Center,Campus Building,2019-09-28 21:26:03
114,2019-09-26   22:00:00,NW30 / 224 ALBANY ST & BIKE   RACKS,Report filed regarding a stolen bicycle.,,log_2019_09_28.pdf,,False,False,NW30,224 ALBANY ST & BIKE   RACKS,Warehouse,Graduate Residence,2019-09-28 11:05:34
115,2019-09-27   22:00:00,W4 / 320 MEMORIAL DR,Report filed regarding a stolen bicycle.,,log_2019_09_28.pdf,,False,False,W4,320 MEMORIAL DR,McCormick,Undergraduate Residence,2019-09-28 10:35:24
116,2019-09-29   00:11:00,W85 / 540 MEMORIAL   DR,Report filed regarding a well-being check.,OPEN,log_2019_09_29.pdf,,False,False,W85,540 MEMORIAL   DR,Westgate Apartments,Graduate Residence,2019-09-29 00:11:47
117,2019-09-29   08:45:00,M50 / 142 MEMORIAL   DR,Report filed regarding breaking and entering of a motor vehicle.,OPEN,log_2019_09_29.pdf,,False,False,50,142 MEMORIAL   DR,Walker Memorial,Campus Building,2019-09-29 13:25:00
118,2019-09-29 16:57:00,M9 / 105 MASSACHUSETTS AVE,"Dempsey, Robert A., Age 41, 780 Albany St. Boston, Ma, is taken into custody on a warrant. On Monday 09/30/2019 the defendant is charged with Receiving Stolen Property at Cambridge District Court.",OPEN,log_2019_09_29.pdf,,False,False,9,105 MASSACHUSETTS AVE,Building 9,Campus Building,2019-09-29 16:57:49
119,2019-09-29 16:57:00,E25 / 45 CARLTON ST FL 3,"TIMOTHY NORLING, Age 15, 20A Prescott Street, Cambridge is arrested for Trespassing.",,log_2019_09_30.pdf,,True,False,E25,45 CARLTON ST FL 3,Building E25,Campus Building,2019-09-30 10:04:08
120,2019-09-29 16:57:00,W89 / 301 VASSAR ST,Report filed regarding a stolen pair of prescription sunglasses.,,log_2019_09_30.pdf,,False,False,W89,301 VASSAR ST,MIT Police,Police Station,2019-09-30 19:24:00
121,2019-09-29 16:57:00,E53 / 30 WADSWORTH ST &   GARAGE,Report filed regarding a stolen bicycle.,,log_2019_09_30.pdf,,False,False,E53,30 WADSWORTH ST &   GARAGE,Building E53,Campus Building,2019-09-30 20:09:43
122,2019-09-29 16:57:00,M36 / 50 VASSAR ST FL 8,Report filed regarding vandalism to the 8th floor lobby,,log_2019_09_30.pdf,,False,False,36,50 VASSAR ST FL 8,Building 36,Campus Building,2019-09-30 11:22:01
123,2019-09-29 16:57:00,M10 / 122 MEMORIAL DR,Report filed regarding an individual who was escorted from the building and issued a verbal trespass warning.,,log_2019_09_30.pdf,,False,False,10,122 MEMORIAL DR,Building 10,Campus Building,2019-09-30 00:59:16
124,2019-09-29 16:57:00,M46 / 43 VASSAR ST FL 6,Report filed regarding an individual who was removed from this location.,,log_2019_09_30.pdf,,False,False,46,43 VASSAR ST FL 6,Building 46,Campus Building,2019-09-30 18:59:20
125,2019-09-29 16:57:00,E55 / 60 WADSWORTH ST,Report filed regarding a resident student who was assaulted by his girlfriend.,,log_2019_09_30.pdf,,False,False,E55,60 WADSWORTH ST,Eastgate Apartments,Graduate Residence,2019-09-30 21:46:02
126,2019-10-01 12:38:00,W71 / 500 MEMORIAL DR,Report filed regarding a bicycle tire stolen from a bicycle at this location.,OPEN,log_2019_10_01.pdf,,False,False,W71,500 MEMORIAL DR,Next,Undergraduate Residence,2019-10-01 12:38:25
127,2019-10-01 12:16:00,MAIN ST,Report filed regarding a vehicle operating erratically at the intersection of Main and Vassar St.,OPEN,log_2019_10_01.pdf,,False,False,,MAIN ST,MAIN ST,Other,2019-10-01 12:16:29
128,2019-10-01 09:00:00,M35 / 127 MASSACHUSETTS AVE,Report filed regarding a bicycle stolen from a bicycle rack at this location.,OPEN,log_2019_10_01.pdf,,False,False,35,127 MASSACHUSETTS AVE,Building 35,Campus Building,2019-10-01 21:33:23
129,2019-10-01 08:15:00,WILG / 355 MASSACHUSETTS AVE,Report filed regarding a homeless person sleeping in the rear of this location. Verbal Trespass issued.,OPEN,log_2019_10_01.pdf,,False,True,WILG,355 MASSACHUSETTS AVE,WILG (Women's Independent Living Group),ILG,2019-10-01 08:15:30
130,2019-09-30 11:00:00,W89 / 301 VASSAR ST,Report filed regarding a bicycle stolen from the bicycle rack at 60 rear Vassar St.,OPEN,log_2019_10_01.pdf,,False,False,W89,301 VASSAR ST,MIT Police,Police Station,2019-10-01 16:23:17
131,2019-09-30 21:40:00,W79/229 VASSAR,Report filed regarding a bicycle stolen from the rear of this location.,OPEN,log_2019_10_01.pdf,,False,False,W79,229 VASSAR,Simmons,Undergraduate Residence,2019-10-01 20:49:07
132,2019-10-02 00:24:00,M38 / 50 VASSAR ST,Report filed regarding vandalism to doors in the first floor of this location.,OPEN,log_2019_10_02.pdf,,False,False,38,50 VASSAR ST,Building 38,Campus Building,2019-10-02 00:24:32
133,2019-08-30 00:00:00,E15 / 20 AMES ST,Report filed regarding an employee who is receiving suspicious emails and videos.,OPEN,log_2019_10_02.pdf,,False,False,E15,20 AMES ST,Building E15,Campus Building,2019-10-02 08:38:22
134,2019-10-02 17:45:00,W98 / 600 MEMORIAL DR,Report filed regarding an individual who was arrested for domestic assault by the Cambridge Police.,OPEN,log_2019_10_02.pdf,,True,False,W98,600 MEMORIAL DR,Building W98,Campus Building,2019-10-02 17:53:40
135,2019-10-03 20:24:00,M10 / 122 MEMORIAL DR,Officer investigates a suspicious person. Party is an employee. No report filed.,CLOSED,log_2019_10_03.pdf,,False,False,10,122 MEMORIAL DR,Building 10,Campus Building,2019-10-03 20:24:20
136,2019-10-03   22:42:00,M7 / 77 MASSACHUSETTS   AVE,Report filed regarding a suspicious person.,OPEN,log_2019_10_03.pdf,,False,False,7,77 MASSACHUSETTS   AVE,Building 7,Campus Building,2019-10-03 22:42:58
137,2019-10-03   21:00:00,W1 / 305 MEMORIAL DR,Report filed regarding a stolen phone,OPEN,log_2019_10_03.pdf,,False,False,W1,305 MEMORIAL DR,Maseeh,Undergraduate Residence,2019-10-03 22:20:27
138,2019-10-03 17:24:00,M64 / 3 AMES ST & WALCOTT HOUSE,Report filed regarding a suspicious person. Party identified and issued a verbal trespass warning.,OPEN,log_2019_10_03.pdf,,False,False,64,3 AMES ST & WALCOTT HOUSE,East Campus,Undergraduate Residence,2019-10-03 17:24:10
139,2019-09-27   13:30:00,W20 / 84 MASSACHUSETTS AVE,Report filed regarding the larceny of a bicycle.,OPEN,log_2019_10_04.pdf,LARCENY,False,False,,,,Other,
140,2019-10-03 15:00:00,M64 / 3 AMES ST,Report filed regarding the larceny of a pair of head phones.,OPEN,log_2019_10_04.pdf,LARCENY,False,False,,,,Other,
141,2019-10-05 13:30:00,M54 / 21 AMES ST,Report filed regarding a motor vehicle that struck a stone bench at this location.,,log_2019_10_05.pdf,ACCIDENT,False,False,54,21 AMES ST,Building 54,Campus Building,
142,2019-10-03 18:24:00,E55 / 60 WADSWORTH ST & MAIN ST SIDE,Report filed in regards to graffiti at this location.,,log_2019_10_05.pdf,GRAFFITI,False,False,E55,60 WADSWORTH ST & MAIN ST SIDE,Eastgate Apartments,Graduate Residence,
143,2019-10-04 12:19:00,METROPOLITAN STORAGE / 134 MASSACHUSETTS AVE,Report filed regarding graffiti at this location.,,log_2019_10_05.pdf,GRAFFITI,False,False,METROPOLITAN STORAGE,134 MASSACHUSETTS AVE,Building METROPOLITAN STORAGE,Campus Building,
144,2019-10-06 00:13:00,DKE / 403 MEMORIAL DR,Report filed on a fire alarm at this location. Alarm caused by the discharge of a fire extinguisher.,OPEN,log_2019_10_06.pdf,FIREALM,False,False,,,,Other,
145,2019-10-06 00:13:00,DKE / 403 MEMORIAL DR,Report filed on a fire alarm at this location. Alarm caused by the discharge of a fire extinguisher.,OPEN,log_2019_10_06.pdf,FIREALM,False,False,,,,Other,
146,2019-10-06 01:01:00,PBE / 405 MEMORIAL DR,Report filed regarding an intoxicated female at this location.,OPEN,log_2019_10_06.pdf,DISTURBA,False,False,,,,Other,
147,2019-10-06 01:01:00,PBE / 405 MEMORIAL DR,Report filed regarding an intoxicated female at this location.,OPEN,log_2019_10_06.pdf,DISTURBA,False,False,,,,Other,
148,2019-10-06 DKE / 403 00:13:00  MEMORIAL DR,DKE / 403 MEMORIAL DR,Report filed on a fire alarm at this location. Alarm caused by the discharge of a fire extinguisher.,OPEN,log_2019_10_06.pdf,FIREALM,False,False,DKE,403 MEMORIAL DR,Delta Kappa Epsilon,Fraternity,
149,2019-10-06 PBE / 405   01:01:00  MEMORIAL DR,,Report filed regarding an intoxicated female at this location.,OPEN,log_2019_10_06.pdf,DISTURBA,False,False,,,,Other,
150,2019-10-02 12:00:00,W89 / 301 VASSAR ST,Report filed regarding an assault and threatening behavior.,OPEN,log_2019_10_07.pdf,ASSAULT,False,False,W89,301 VASSAR ST,MIT Police,Police Station,
151,2019-10-07 12:51:00,M13 / 105 REAR MASSACHUSETTS AVE,"Brendan Gillespie, Age 33, homeless, is arrested on outstanding warrants.",OPEN,log_2019_10_07.pdf,SUSPICIOUS,True,True,13,105 REAR MASSACHUSETTS AVE,Building 13,Campus Building,
152,2019-10-07 12:14:00,M76 / 500 MAIN ST,Report filed regarding a verbal argument between a MIT employee and an outside vendor.,OPEN,log_2019_10_07.pdf,SUSPICIOUS,False,False,76,500 MAIN ST,Koch Institute,Campus Building,
153,2019-10-07 12:05:00,TEP / 253 COMMONWEALTH AVE,Report filed regarding a homeless person removed from this location. Verbal trespass warning issued.,OPEN,log_2019_10_07.pdf,RC&I,False,True,TEP,253 COMMONWEALTH AVE,Tau Epsilon Phi,Fraternity,
154,2019-10-06   15:30:00,W70 / 471 MEMORIAL DR,Report filed regarding the larceny of a bicycle.,OPEN,log_2019_10_07.pdf,LARCENY,False,False,W70,471 MEMORIAL DR,New House,Undergraduate Residence,
155,2019-10-07   01:24:00,W51 / 410 MEMORIAL DR,Report filed regarding the larceny of a bicycle.,OPEN,log_2019_10_07.pdf,LARCENY,False,False,W51,410 MEMORIAL DR,Burton Conner,Undergraduate Residence,
156,2019-10-08   13:40:00,W64 / 219   VASSAR ST,Report filed regarding Graffiti in the rear of this location,OPEN,log_2019_10_08.pdf,GRAFFITI,False,False,W64,219   VASSAR ST,Building W64,Campus Building,
157,2019-10-08 00:08:00,E62 / 100 MAIN ST,Report filed regarding a homeless party that is escorted from the second floor of this location. Verbal trespass warning issued.,OPEN,log_2019_10_08.pdf,RC&I,False,True,E62,100 MAIN ST,Sloan School,Campus Building,
158,2019-10-08 13:05:00,NW86 / 70 PACIFIC ST,Report filed on a homeless male who struck a vehicle several times with a plastic back full of unknown items causing damage to the vehicle. Suspect is unable to be located.,OPEN,log_2019_10_08.pdf,MALDEST,False,True,NW86,70 PACIFIC ST,Sidney-Pacific,Graduate Residence,
159,2019-10-08   01:10:00,M36 / 50   VASSAR ST FL   3,Report filed regarding a homeless individual who was escorted off of   the property. Verbal trespass warning issued.,OPEN,log_2019_10_08.pdf,SUSPICIOUS,False,True,36,50   VASSAR ST FL   3,Building 36,Campus Building,
160,2019-10-09 10:23:00,W79 / 229 VASSAR ST,"Vincent Kelley, Age 59, 240 Albany St. Cambridge, Ma. is taken into custody for Trespassing.",ARREST,log_2019_10_09.pdf,SUSPICIOUS,False,False,W79,229 VASSAR ST,Simmons,Undergraduate Residence,
161,2015-10-01   09:00:00,W89 / 301   VASSAR ST,Confidential Sexual Assault report filed.,CLOSED,log_2019_10_09.pdf,STUDPROB,False,False,W89,301   VASSAR ST,MIT Police,Police Station,
162,2017-10-01   09:00:00,W89 / 301   VASSAR ST,Confidential Sexual Assault report filed.,CLOSED,log_2019_10_09.pdf,STUDPROB,False,False,W89,301   VASSAR ST,MIT Police,Police Station,
163,2019-10-10   09:00:00,WESTGATE LOT / 319   VASSAR ST,Report filed on a motor vehicle accident. No personal   injury.,OPEN,log_2019_10_10.pdf,ACCIDENT,False,False,WESTGATE LOT,319   VASSAR ST,Building WESTGATE LOT,Campus Building,
164,2019-10-10   14:23:00,E62 / 100 MAIN ST,Report filed regarding a suspicious person.,OPEN,log_2019_10_10.pdf,SUSPICIOUS,False,False,E62,100 MAIN ST,Sloan School,Campus Building,
165,2019-10-10 17:07:00,E52 / 50 MEMORIAL DR,"Michael Ford, Age 70, 2015 High Street, Fitchburgh, Ma. is taken into custody on an active warrant.",ARREST,log_2019_10_10.pdf,SUSPICIOUS,False,False,E52,50 MEMORIAL DR,Building E52,Campus Building,
166,2019-10-04   08:30:00,M7 / 77 MASSACHUSETTS   AVE,Report filed regarding the Larceny of a bicycle,OPEN,log_2019_10_10.pdf,LARCENY,False,False,7,77 MASSACHUSETTS   AVE,Building 7,Campus Building,
167,2019-10-12 04:51:00,W51 / 410 MEMORIAL DR,"Elvin Berrios, Age 58, 30 Hemenway Street, Boston, Ma. is arrested for Receiving Stolen Property.",ARREST,log_2019_10_12.pdf,SUSPICIOUS,True,False,W51,410 MEMORIAL DR,Burton Conner,Undergraduate Residence,
168,2019-10-13 08:30:00,W20 / 84 MASSACHUSETTS AVE,Report filed regarding the larceny of a wallet.,OPEN,log_2019_10_13.pdf,LARCENY,False,False,W20,84 MASSACHUSETTS AVE,Student Center,Campus Building,
169,2019-10-13 01:58:00,WAVERLY & ALBANY,Report filed regarding 2 homeless individuals who were acting suspiciously. Both parties identified and issued verbal trespass warnings. Parties are escorted from the property.,OPEN,log_2019_10_13.pdf,RC&I,False,True,,WAVERLY & ALBANY,WAVERLY & ALBANY,Other,
170,2019-10-13   11:05:00,W4 / 320 MEMORIAL   DR,Report filed regarding a suspicious person and suspicious activity.,OPEN,log_2019_10_13.pdf,SUSPICIOUS,False,False,W4,320 MEMORIAL   DR,McCormick,Undergraduate Residence,
171,2019-10-12   18:00:00,W20 / 84   MASSACHUSETTS   AVE,Report filed regarding damage to a Halloween display outside of   the Student Center.,OPEN,log_2019_10_13.pdf,MALDEST,False,False,W20,84   MASSACHUSETTS   AVE,Student Center,Campus Building,
172,2019-10-12   18:00:00,ALBANY ST & MASSACHUSETTS AVE,Report filed regarding an emotionally disturbed individual who was knocking over benches and throwing traffic cones Into the middle of Massachusetts Ave. Party is transported to CCH for evaluation and treatment.,OPEN,log_2019_10_14.pdf,SUSPICIOUS,False,False,,ALBANY ST & MASSACHUSETTS AVE,ALBANY ST & MASSACHUSETTS AVE,Other,
173,2019-10-12   18:00:00,W89 / 301 VASSAR ST,Report filed regarding drugs that were found and turned in at the police station. Drugs entered into the property system and secured.,OPEN,log_2019_10_14.pdf,DRUGS,False,False,W89,301 VASSAR ST,MIT Police,Police Station,
174,2019-10-12   18:00:00,W85 / 540 MEMORIAL   DR,Report filed regarding a restraining order being served.,OPEN,log_2019_10_14.pdf,RESTORDR,False,False,W85,540 MEMORIAL   DR,Westgate Apartments,Graduate Residence,
175,2019-10-12   18:00:00,M10 / 122 MEMORIAL DR,Report filed regarding suspicious activity in the 8th floor mechanical room.,OPEN,log_2019_10_14.pdf,SUSPICIOUS,False,False,10,122 MEMORIAL DR,Building 10,Campus Building,
176,2019-10-12   18:00:00,M36 / 50 VASSAR ST,Report filed regarding the larceny of a bicycle,OPEN,log_2019_10_14.pdf,LARCENY,False,False,36,50 VASSAR ST,Building 36,Campus Building,
177,2019-10-15 12:51:00,M13 / 105 REAR MASSACHUSETTS AVE,Report filed regarding a delivery vehicle that backed into a bench at M13 causing damage.,OPEN,log_2019_10_15.pdf,ACCIDENT,False,False,13,105 REAR MASSACHUSETTS AVE,Building 13,Campus Building,
178,2019-10-15 11:19:00,W1 / 305 MEMORIAL DR,Report filed regarding a well-being check at this location.,OPEN,log_2019_10_15.pdf,WELLBEINGCK,False,False,W1,305 MEMORIAL DR,Maseeh,Undergraduate Residence,
179,2019-10-18 09:00:00,W70 / 471 MEMORIAL DR,Report filed regarding a well-being check at this location.,,log_2019_10_18.pdf,WELLBEINGCK,False,False,W70,471 MEMORIAL DR,New House,Undergraduate Residence,
180,2019-10-14   00:00:00,M12 / 60 REAR VASSAR ST,Report filed regarding suspicious activity.,,log_2019_10_18.pdf,SUSPICIOUS,False,False,12,60 REAR VASSAR ST,Building 12,Campus Building,
181,2019-10-18   17:12:00,M1 / 33 MASSACHUSETTS   AVE,Report filed regarding a suspicious person.,,log_2019_10_18.pdf,MISC,False,False,1,33 MASSACHUSETTS   AVE,Building 1,Campus Building,
182,2019-10-19 23:10:00,W51 / 410 MEMORIAL DR FL LOBBY,Officer spoke to student about a larcenyVictum Nicolas Sutter 323-821-7893 Officer spoke with the rp and Rp will double check area after party to make sure belongings are gone,REPORT NEEDED,log_2019_10_20.pdf,LARCENY,False,False,W51,410 MEMORIAL DR FL LOBBY,Burton Conner,Undergraduate Residence,
183,2019-10-20   16:45:00,M4 / 182   MEMORIAL DR   #366,Caller requesting ambulance for possible broken toe. PRO notified   through CPD. PRO transporting to MT. Auburn.,REPORT NEEDED,log_2019_10_20.pdf,MED/TRAU,False,False,4,182   MEMORIAL DR   #366,Building 4,Campus Building,
184,2019-10-21 11:06:00,M5 / 55 MASSACHUSETTS AVE,Report filed of an individual acting suspiciously.,OPEN,log_2019_10_21.pdf,SUSPICIOUS,False,False,5,55 MASSACHUSETTS AVE,Building 5,Campus Building,
185,2019-10-21 18:34:00,W85 / 540 MEMORIAL DR,"Report filed regarding 3 individuals acting suspiciously in the area of the Westgate bicycle racks. All three parties are identified, escorted from the area and issued verbal trespass warnings.",OPEN,log_2019_10_21.pdf,SUSPICIOUS,False,False,W85,540 MEMORIAL DR,Westgate Apartments,Graduate Residence,
186,2019-10-21   11:30:00,W85 / 540 MEMORIAL   DR,Report filed regarding the larceny of a bicycle.,OPEN,log_2019_10_21.pdf,LARCENY,False,False,W85,540 MEMORIAL   DR,Westgate Apartments,Graduate Residence,
187,2019-10-22 07:45:00,M9 / 105 MASSACHUSETTS AVE,Report filed regarding the recovery of a stolen bicycle by the owner who had reported it stolen.,,log_2019_10_22.pdf,ASISTOPD,False,False,9,105 MASSACHUSETTS AVE,Building 9,Campus Building,
188,2019-10-22 08:55:00,E23 / 25 CARLTON ST,Report filed regarding an individual making harassing phone calls.,,log_2019_10_22.pdf,SUSPICIOUS,False,False,E23,25 CARLTON ST,Building E23,Campus Building,
189,2019-10-22 11:11:00,M7 / 77 MASSACHUSETTS AVE,Report filed regarding a suspicious person making threats.,,log_2019_10_22.pdf,THREATS,False,False,7,77 MASSACHUSETTS AVE,Building 7,Campus Building,
190,2019-10-22 12:05:00,301 MASSACHUSETTS AVE,Report filed regarding counterfeit currency that was used to purchase a book.,,log_2019_10_22.pdf,FRAUD,False,False,,301 MASSACHUSETTS AVE,301 MASSACHUSETTS AVE,Other,
191,2019-10-15   09:00:00,M13 / 105 REAR   MASSACHUSETTS AVE,Report filed regarding the larceny of a bicycle.,,log_2019_10_22.pdf,LARCENY,False,False,13,105 REAR   MASSACHUSETTS AVE,Building 13,Campus Building,
192,2019-10-23 22:25:00,W51 / 410 MEMORIAL DR,Report filed regarding a verbal altercation between an MIT employee and an UBER driver.,OPEN,log_2019_10_23.pdf,DISTURBA,False,False,W51,410 MEMORIAL DR,Burton Conner,Undergraduate Residence,
193,2019-10-23 14:55:00,M12 / 60 REAR VASSAR ST,Report filed regarding a bicycle that was disassembled and left in parts by the M12 bike rack.,OPEN,log_2019_10_23.pdf,MALDEST,False,False,12,60 REAR VASSAR ST,Building 12,Campus Building,
194,2019-10-23 12:53:00,E19 / 400 MAIN ST,Report filed regarding an MIT Facilities vehicle that side swiped a vehicle on Ames St.,OPEN,log_2019_10_23.pdf,ACCIDENT,False,False,E19,400 MAIN ST,Building E19,Campus Building,
195,2019-10-23   16:13:00,W89 / 301 VASSAR   ST,Walk-in report filed regarding on going harassment.,OPEN,log_2019_10_23.pdf,HARASS,False,False,W89,301 VASSAR   ST,MIT Police,Police Station,
196,2019-10-23   11:44:00,E2 / 70 AMHERST   ST,Report filed regarding an ongoing student problem.,OPEN,log_2019_10_23.pdf,SUSPICIOUS,False,False,E2,70 AMHERST   ST,Senior House,Graduate Residence,
197,2019-10-23 01:11:00,M4 / 182 MEMORIAL DR,Report filed regarding a student who was attempting to gain access to the roof of building 2. Student identified and escorted from the area.,OPEN,log_2019_10_23.pdf,SUSPICIOUS,False,False,4,182 MEMORIAL DR,Building 4,Campus Building,
198,2019-10-26 16:41:00,W35 / 100 VASSAR ST  ,Report filed regarding an assault at this location.,OPEN,log_2019_10_26.pdf,ASSAULT,False,False,W35,100 VASSAR ST,Building W35,Campus Building,
199,2019-10-22 13:00:00,E2 / 70 AMHERST ST  ,Report filed regarding the larceny of a bicycle.,OPEN,log_2019_10_26.pdf,LARCENY,False,False,E2,70 AMHERST ST,Senior House,Graduate Residence,
200,2019-10-23 11:00:00,M64 / 3 AMES ST (REAR),Report filed regarding a larceny at this location.,OPEN,log_2019_10_26.pdf,LARCENY,False,False,64,3 AMES ST (REAR),East Campus,Undergraduate Residence,
201,2019-10-27   02:00:00,BTP / 119 BAY   STATE RD,Report filed regarding a larceny from this location.,OPEN,log_2019_10_27.pdf,LARCENY,False,False,BTP,119 BAY   STATE RD,Building BTP,Campus Building,
202,2019-10-27   02:00:00,BTP / 119 BAY   STATE RD,Report filed regarding the larceny of a laptop.,OPEN,log_2019_10_27.pdf,LARCENY,False,False,BTP,119 BAY   STATE RD,Building BTP,Campus Building,
203,2019-10-27 00:42:00,CP / 32 HEREFORD ST,Report filed regarding the MIT Police assisting the Boston Police with an assault investigation.,OPEN,log_2019_10_27.pdf,ASISTOPD,False,False,CP,32 HEREFORD ST,Chi Phi,Fraternity,
204,2019-10-27 08:20:00,M32 / 32 VASSAR ST,"Brooke Delaney, Age 36, 5 Transit St. South Boston is arrested on multiple default warrants.",ARREST,log_2019_10_27.pdf,WARRSERV,True,False,32,32 VASSAR ST,Stata,Campus Building,
205,2019-10-27   04:43:00,BTP / 119 BAY   STATE RD,Report filed regarding a suspicious male at this location.,OPEN,log_2019_10_27.pdf,SUSPICIOUS,False,False,BTP,119 BAY   STATE RD,Building BTP,Campus Building,
206,2019-10-26   23:00:00,W84 / 550   MEMORIAL DR,Report filed regarding damage to a bicycle.,OPEN,log_2019_10_28.pdf,MALDEST,False,False,W84,550   MEMORIAL DR,Tang Hall,Graduate Residence,
207,2019-10-25 17:00:00,M37 / 70 VASSAR ST,Report filed regarding graffiti to doors and windows in this location.,OPEN,log_2019_10_28.pdf,GRAFFITI,False,False,37,70 VASSAR ST,Building 37,Campus Building,
208,2019-10-25   15:00:00,M26 / 60 VASSAR ST,Report filed regarding stolen electronic equipment.,OPEN,log_2019_10_28.pdf,LARCENY,False,False,26,60 VASSAR ST,Building 26,Campus Building,
209,2019-10-29 04:49:00,M1 / 33 MASSACHUSETTS AVE,Report filed regarding a homeless person removed from this location.,OPEN,log_2019_10_29.pdf,HOMELESS,False,True,1,33 MASSACHUSETTS AVE,Building 1,Campus Building,
210,2019-10-29 02:49:00,NW86 / 70 PACIFIC ST,Individual arrested for Assault and Battery on a family / household member.,ARREST,log_2019_10_29.pdf,DISTURBA,True,False,NW86,70 PACIFIC ST,Sidney-Pacific,Graduate Residence,
211,2019-10-29   18:06:00,E23 / 25 CARLTON ST,Report filed regarding a person causing a disturbance.,OPEN,log_2019_10_29.pdf,SUSPICIOUS,False,False,E23,25 CARLTON ST,Building E23,Campus Building,
212,2019-10-28 12:30:00,W89 / 301 VASSAR ST,Walk-in report filed regarding an individual who had their wallet stolen while they were in the student center.,OPEN,log_2019_10_29.pdf,LARCENY,False,False,W89,301 VASSAR ST,MIT Police,Police Station,
213,2019-10-30 19:08:00,W4 / 320 MEMORIAL DR,Report filed regarding a bicyclist struck by a motor vehicle at the corner of Memorial Dr. and Danforth St.,OPEN,log_2019_10_30.pdf,ACCIDENT,False,False,W4,320 MEMORIAL DR,McCormick,Undergraduate Residence,
214,2019-10-30 23:55:00,E62 / 100 MAIN ST,Report filed regarding an individual who was escorted from the building.,OPEN,log_2019_10_30.pdf,DIRECTEDPATROL,False,False,E62,100 MAIN ST,Sloan School,Campus Building,
215,2019-10-30   18:35:00,M7 / 77   MASSACHUSETTS AVE,Report filed regarding the larceny of a laptop computer.,OPEN,log_2019_10_30.pdf,LARCENY,False,False,7,77   MASSACHUSETTS AVE,Building 7,Campus Building,
216,2019-10-30   13:00:00,W20 / 84   MASSACHUSETTS AVE,Report filed regarding the larceny of an MIT ID card.,OPEN,log_2019_10_30.pdf,LARCENY,False,False,W20,84   MASSACHUSETTS AVE,Student Center,Campus Building,
217,2019-10-25   16:30:00,M66 / 25 AMES ST,Report filed regarding graffiti and property damage.,OPEN,log_2019_10_30.pdf,GRAFFITI,False,False,66,25 AMES ST,Building 66,Campus Building,
218,2019-10-31   09:45:00,M1 / 33 MASSACHUSETTS   AVE,Report filed regarding a stolen bicycle.,OPEN,log_2019_10_31.pdf,LARCENY,False,False,1,33 MASSACHUSETTS   AVE,Building 1,Campus Building,
219,2019-10-31 20:35:00,W20 / 84 MASSACHUSETTS AVE,"Justin Turner, Age 38, 240 Albany Street, Cambridge is arrested for Trespassing.",ARREST,log_2019_10_31.pdf,SUSPICIOUS,True,False,W20,84 MASSACHUSETTS AVE,Student Center,Campus Building,
220,2019-11-01 00:18:00,M66 / 25 AMES ST,Report filed regarding an individual who was escorted from the building.,OPEN,log_2019_11_01.pdf,SUSPICIOUS,False,False,66,25 AMES ST,Building 66,Campus Building,
221,2019-10-30 21:30:00,M7 / 77 MASSACHUSETTS AVE,Report filed regarding the larceny of a bicycle.,OPEN,log_2019_11_01.pdf,LARCENY,False,False,7,77 MASSACHUSETTS AVE,Building 7,Campus Building,
222,2019-11-01   13:35:00,M14 / 160 MEMORIAL   DR,Report filed regarding fraudulent online activity.,OPEN,log_2019_11_01.pdf,FRAUD,False,False,14,160 MEMORIAL   DR,Building 14,Campus Building,
223,2019-11-01 04:28:00,M17 / 76 VASSAR ST,Report filed regarding a small fire caused by welding in the basement of this location. CFD detail requests assistance and CFD responds to extinguish the fire.,OPEN,log_2019_11_01.pdf,FIREACTUAL,False,False,17,76 VASSAR ST,Building 17,Campus Building,
224,2019-11-01 16:16:00,M68 / 31 AMES ST,Report filed regarding a small chemical spill at this location. Spill contained and clean up conducted by MIT EHS.,OPEN,log_2019_11_01.pdf,CHEMSPIL,False,False,68,31 AMES ST,Building 68,Campus Building,
225,2019-11-01   02:22:00,W1 / 305 MEMORIAL   DR,Report filed regarding a hit and run motor vehicle accident.,OPEN,log_2019_11_01.pdf,HIT&RUN,False,False,W1,305 MEMORIAL   DR,Maseeh,Undergraduate Residence,
